id,district
1,1
2,1
3,1
4,1
5,2
6,2
7,2
8,2
9,3
10,3
11,3
12,3
13,4
14,4
15,4
16,4
17,5
18,5
19,5
20,5
21,6
22,6
23,6
24,6
25,1
26,1
27,1
28,1
29,2
30,2
31,2
32,2
33,3
34,3
35,3
36,3
37,4
38,4
39,4
40,4
41,5
42,5
43,5
44,5
45,6
46,6
47,6
48,6
49,1
50,1
51,1
52,1
53,2
54,2
55,2
56,2
57,3
58,3
59,3
60,3
61,4
62,4
63,4
64,4
65,5
66,5
67,5
68,5
69,6
70,6
71,6
72,6
73,1
74,1
75,1
76,1
77,2
78,2
79,2
80,2
81,3
82,3
83,3
84,3
85,4
86,4
87,4
88,4
89,5
90,5
91,5
92,5
93,6
94,6
95,6
96,6
97,1
98,1
99,1
100,1
101,2
102,2
103,2
104,2
105,3
106,3
107,3
108,3
109,4
110,4
111,4
112,4
113,5
114,5
115,5
116,5
117,6
118,6
119,6
120,6
121,1
122,1
123,1
124,1
125,2
126,2
127,2
128,2
129,3
130,3
131,3
132,3
133,4
134,4
135,4
136,4
137,5
138,5
139,5
140,5
141,6
142,6
143,6
144,6
145,1
146,1
147,1
148,1
149,2
150,2
151,2
152,2
153,3
154,3
155,3
156,3
157,4
158,4
159,4
160,4
161,5
162,5
163,5
164,5
165,6
166,6
167,6
168,6
169,1
170,1
171,1
172,1
173,2
174,2
175,2
176,2
177,3
178,3
179,3
180,3
181,4
182,4
183,4
184,4
185,5
186,5
187,5
188,5
189,6
190,6
191,6
192,6
193,1
194,1
195,1
196,1
197,2
198,2
199,2
200,2
201,3
202,3
203,3
204,3
205,4
206,4
207,4
208,4
209,5
210,5
211,5
212,5
213,6
214,6
215,6
216,6
217,1
218,1
219,1
220,1
221,2
222,2
223,2
224,2
225,3
226,3
227,3
228,3
229,4
230,4
231,4
232,4
233,5
234,5
235,5
236,5
237,6
238,6
239,6
240,6
241,1
242,1
243,1
244,1
245,2
246,2
247,2
248,2
249,3
250,3
251,3
252,3
253,4
254,4
255,4
256,4
257,5
258,5
259,5
260,5
261,6
262,6
263,6
264,6
265,1
266,1
267,1
268,1
269,2
270,2
271,2
272,2
273,3
274,3
275,3
276,3
277,4
278,4
279,4
280,4
281,5
282,5
283,5
284,5
285,6
286,6
287,6
288,6
289,1
290,1
291,1
292,1
293,2
294,2
295,2
296,2
297,3
298,3
299,3
300,3
301,4
302,4
303,4
304,4
305,5
306,5
307,5
308,5
309,6
310,6
311,6
312,6
313,1
314,1
315,1
316,1
317,2
318,2
319,2
320,2
321,3
322,3
323,3
324,3
325,4
326,4
327,4
328,4
329,5
330,5
331,5
332,5
333,6
334,6
335,6
336,6
337,1
338,1
339,1
340,1
341,2
342,2
343,2
344,2
345,3
346,3
347,3
348,3
349,4
350,4
351,4
352,4
353,5
354,5
355,5
356,5
357,6
358,6
359,6
360,6
361,1
362,1
363,1
364,1
365,2
366,2
367,2
368,2
369,3
370,3
371,3
372,3
373,4
374,4
375,4
376,4
377,5
378,5
379,5
380,5
381,6
382,6
383,6
384,6
385,1
386,1
387,1
388,1
389,2
390,2
391,2
392,2
393,3
394,3
395,3
396,3
397,4
398,4
399,4
400,4
401,5
402,5
403,5
404,5
405,6
406,6
407,6
408,6
409,1
410,1
411,1
412,1
413,2
414,2
415,2
416,2
417,3
418,3
419,3
420,3
421,4
422,4
423,4
424,4
425,5
426,5
427,5
428,5
429,6
430,6
431,6
432,6
433,1
434,1
435,1
436,1
437,2
438,2
439,2
440,2
441,3
442,3
443,3
444,3
445,4
446,4
447,4
448,4
449,5
450,5
451,5
452,5
453,6
454,6
455,6
456,6
457,1
458,1
459,1
460,1
461,2
462,2
463,2
464,2
465,3
466,3
467,3
468,3
469,4
470,4
471,4
472,4
473,5
474,5
475,5
476,5
477,6
478,6
479,6
480,6
481,1
482,1
483,1
484,1
485,2
486,2
487,2
488,2
489,3
490,3
491,3
492,3
493,4
494,4
495,4
496,4
497,5
498,5
499,5
500,5
501,6
502,6
503,6
504,6
505,1
506,1
507,1
508,1
509,2
510,2
511,2
512,2
513,3
514,3
515,3
516,3
517,4
518,4
519,4
520,4
521,5
522,5
523,5
524,5
525,6
526,6
527,6
528,6
529,1
530,1
531,1
532,1
533,2
534,2
535,2
536,2
537,3
538,3
539,3
540,3
541,4
542,4
543,4
544,4
545,5
546,5
547,5
548,5
549,6
550,6
551,6
552,6
553,1
554,1
555,1
556,1
557,2
558,2
559,2
560,2
561,3
562,3
563,3
564,3
565,4
566,4
567,4
568,4
569,5
570,5
571,5
572,5
573,6
574,6
575,6
576,6
