id,district
1,1
2,1
3,1
4,1
5,1
6,2
7,2
8,2
9,2
10,2
11,3
12,3
13,3
14,3
15,3
16,4
17,4
18,4
19,4
20,4
21,5
22,5
23,5
24,5
25,5
26,6
27,6
28,6
29,6
30,6
31,7
32,7
33,7
34,7
35,7
36,8
37,8
38,8
39,8
40,8
41,1
42,1
43,1
44,1
45,1
46,2
47,2
48,2
49,2
50,2
51,3
52,3
53,3
54,3
55,3
56,4
57,4
58,4
59,4
60,4
61,5
62,5
63,5
64,5
65,5
66,6
67,6
68,6
69,6
70,6
71,7
72,7
73,7
74,7
75,7
76,8
77,8
78,8
79,8
80,8
81,1
82,1
83,1
84,1
85,1
86,2
87,2
88,2
89,2
90,2
91,3
92,3
93,3
94,3
95,3
96,4
97,4
98,4
99,4
100,4
101,5
102,5
103,5
104,5
105,5
106,6
107,6
108,6
109,6
110,6
111,7
112,7
113,7
114,7
115,7
116,8
117,8
118,8
119,8
120,8
121,1
122,1
123,1
124,1
125,1
126,2
127,2
128,2
129,2
130,2
131,3
132,3
133,3
134,3
135,3
136,4
137,4
138,4
139,4
140,4
141,5
142,5
143,5
144,5
145,5
146,6
147,6
148,6
149,6
150,6
151,7
152,7
153,7
154,7
155,7
156,8
157,8
158,8
159,8
160,8
161,1
162,1
163,1
164,1
165,1
166,2
167,2
168,2
169,2
170,2
171,3
172,3
173,3
174,3
175,3
176,4
177,4
178,4
179,4
180,4
181,5
182,5
183,5
184,5
185,5
186,6
187,6
188,6
189,6
190,6
191,7
192,7
193,7
194,7
195,7
196,8
197,8
198,8
199,8
200,8
201,1
202,1
203,1
204,1
205,1
206,2
207,2
208,2
209,2
210,2
211,3
212,3
213,3
214,3
215,3
216,4
217,4
218,4
219,4
220,4
221,5
222,5
223,5
224,5
225,5
226,6
227,6
228,6
229,6
230,6
231,7
232,7
233,7
234,7
235,7
236,8
237,8
238,8
239,8
240,8
241,1
242,1
243,1
244,1
245,1
246,2
247,2
248,2
249,2
250,2
251,3
252,3
253,3
254,3
255,3
256,4
257,4
258,4
259,4
260,4
261,5
262,5
263,5
264,5
265,5
266,6
267,6
268,6
269,6
270,6
271,7
272,7
273,7
274,7
275,7
276,8
277,8
278,8
279,8
280,8
281,1
282,1
283,1
284,1
285,1
286,2
287,2
288,2
289,2
290,2
291,3
292,3
293,3
294,3
295,3
296,4
297,4
298,4
299,4
300,4
301,5
302,5
303,5
304,5
305,5
306,6
307,6
308,6
309,6
310,6
311,7
312,7
313,7
314,7
315,7
316,8
317,8
318,8
319,8
320,8
321,1
322,1
323,1
324,1
325,1
326,2
327,2
328,2
329,2
330,2
331,3
332,3
333,3
334,3
335,3
336,4
337,4
338,4
339,4
340,4
341,5
342,5
343,5
344,5
345,5
346,6
347,6
348,6
349,6
350,6
351,7
352,7
353,7
354,7
355,7
356,8
357,8
358,8
359,8
360,8
361,1
362,1
363,1
364,1
365,1
366,2
367,2
368,2
369,2
370,2
371,3
372,3
373,3
374,3
375,3
376,4
377,4
378,4
379,4
380,4
381,5
382,5
383,5
384,5
385,5
386,6
387,6
388,6
389,6
390,6
391,7
392,7
393,7
394,7
395,7
396,8
397,8
398,8
399,8
400,8
401,1
402,1
403,1
404,1
405,1
406,2
407,2
408,2
409,2
410,2
411,3
412,3
413,3
414,3
415,3
416,4
417,4
418,4
419,4
420,4
421,5
422,5
423,5
424,5
425,5
426,6
427,6
428,6
429,6
430,6
431,7
432,7
433,7
434,7
435,7
436,8
437,8
438,8
439,8
440,8
441,1
442,1
443,1
444,1
445,1
446,2
447,2
448,2
449,2
450,2
451,3
452,3
453,3
454,3
455,3
456,4
457,4
458,4
459,4
460,4
461,5
462,5
463,5
464,5
465,5
466,6
467,6
468,6
469,6
470,6
471,7
472,7
473,7
474,7
475,7
476,8
477,8
478,8
479,8
480,8
481,1
482,1
483,1
484,1
485,1
486,2
487,2
488,2
489,2
490,2
491,3
492,3
493,3
494,3
495,3
496,4
497,4
498,4
499,4
500,4
501,5
502,5
503,5
504,5
505,5
506,6
507,6
508,6
509,6
510,6
511,7
512,7
513,7
514,7
515,7
516,8
517,8
518,8
519,8
520,8
521,1
522,1
523,1
524,1
525,1
526,2
527,2
528,2
529,2
530,2
531,3
532,3
533,3
534,3
535,3
536,4
537,4
538,4
539,4
540,4
541,5
542,5
543,5
544,5
545,5
546,6
547,6
548,6
549,6
550,6
551,7
552,7
553,7
554,7
555,7
556,8
557,8
558,8
559,8
560,8
561,1
562,1
563,1
564,1
565,1
566,2
567,2
568,2
569,2
570,2
571,3
572,3
573,3
574,3
575,3
576,4
577,4
578,4
579,4
580,4
581,5
582,5
583,5
584,5
585,5
586,6
587,6
588,6
589,6
590,6
591,7
592,7
593,7
594,7
595,7
596,8
597,8
598,8
599,8
600,8
601,1
602,1
